"ligne";"Code";" Intitulés de la  NAF rév. 2, version finale ";"Intitulés NAF rév. 2, 
en 65 caractères";"Intitulés NAF rév. 2, 
en 40 caractères"
1207;"47";"Commerce de détail, à l’exception des automobiles et des motocycles";"Comm. détail, sf automobiles et motocycles";"Com. détail, sf automobiles & motocycles"
1208;;;;
1209;"47.1";"Commerce de détail en magasin non spécialisé";"Commerce de détail en magasin non spécialisé";"Comm. détail en magasin non spécialisé"
1210;"47.11";"Commerce de détail en magasin non spécialisé à prédominance alimentaire";"Comm. détail en magasin non spécialisé à prédominance alimentaire";"Comm. dét. mag. non spéc. à prédo. alim."
1211;"47.11A";"Commerce de détail de produits surgelés";"Commerce de détail de produits surgelés";"Commerce de détail de produits surgelés"
1212;"47.11B";"Commerce d'alimentation générale";"Commerce d'alimentation générale";"Commerce d'alimentation générale"
1213;"47.11C";"Supérettes";"Supérettes";"Supérettes"
1214;"47.11D";"Supermarchés";"Supermarchés";"Supermarchés"
1215;"47.11E";"Magasins multi-commerces";"Magasins multi-commerces";"Magasins multi-commerces"
1216;"47.11F";"Hypermarchés";"Hypermarchés";"Hypermarchés"
1217;"47.19";"Autre commerce de détail en magasin non spécialisé";"Autre commerce de détail en magasin non spécialisé";"Autre comm. détail en magasin non spéc."
1218;"47.19A";"Grands magasins";"Grands magasins";"Grands magasins"
1219;"47.19B";"Autres commerces de détail en magasin non spécialisé";"Autres commerces de détail en magasin non spécialisé";"Autres comm. détail en magasin non spéc."
1220;;;;
1221;"47.2";"Commerce de détail alimentaire en magasin spécialisé";"Commerce de détail alimentaire en magasin spécialisé";"Com. dét. aliment. en magasin spécialisé"
1222;"47.21";"Commerce de détail de fruits et légumes en magasin spécialisé";"Commerce de détail de fruits et légumes en magasin spécialisé";"Com. détail fruit & légume en mag. spéc."
1223;"47.21Z";"Commerce de détail de fruits et légumes en magasin spécialisé";"Commerce de détail de fruits et légumes en magasin spécialisé";"Com. détail fruit & légume en mag. spéc."
1224;"47.22";"Commerce de détail de viandes et de produits à base de viande en magasin spécialisé";"Comm. détail viandes & produits à base de viande (magas. spéc.)";"Com. dét. viande & prdt avec viande (ms)"
1225;"47.22Z";"Commerce de détail de viandes et de produits à base de viande en magasin spécialisé";"Comm. détail viandes & produits à base de viande (magas. spéc.)";"Com. dét. viande & prdt avec viande (ms)"
1226;"47.23";"Commerce de détail de poissons, crustacés et mollusques en magasin spécialisé";"Comm. détail poissons crustacés & mollusques (magasin spécialisé)";"Comm. détail poisson crustacé etc. (ms)"
1227;"47.23Z";"Commerce de détail de poissons, crustacés et mollusques en magasin spécialisé";"Comm. détail poissons crustacés & mollusques (magasin spécialisé)";"Comm. détail poisson crustacé etc. (ms)"
1228;"47.24";"Commerce de détail de pain, pâtisserie et confiserie en magasin spécialisé";"Comm. détail pain pâtisserie & confiserie (magasin spécialisé)";"Comm. dét. pain pâtiss. & confiser. (ms)"
1229;"47.24Z";"Commerce de détail de pain, pâtisserie et confiserie en magasin spécialisé";"Comm. détail pain pâtisserie & confiserie (magasin spécialisé)";"Comm. dét. pain pâtiss. & confiser. (ms)"
1230;"47.25";"Commerce de détail de boissons en magasin spécialisé";"Commerce de détail de boissons en magasin spécialisé";"Com. détail boisson en magasin spéciali."
1231;"47.25Z";"Commerce de détail de boissons en magasin spécialisé";"Commerce de détail de boissons en magasin spécialisé";"Com. détail boisson en magasin spéciali."
1232;"47.26";"Commerce de détail de produits à base de tabac en magasin spécialisé";"Comm. détail de produits à base de tabac en magasin spécialisé";"Comm. dét. produit à base de tabac (ms)"
1233;"47.26Z";"Commerce de détail de produits à base de tabac en magasin spécialisé";"Comm. détail de produits à base de tabac en magasin spécialisé";"Comm. dét. produit à base de tabac (ms)"
1234;"47.29";"Autres commerces de détail alimentaires en magasin spécialisé ";"Autres commerces de détail alimentaires en magasin spécialisé";"Aut. com. détail alim. en mag. spéciali."
1235;"47.29Z";"Autres commerces de détail alimentaires en magasin spécialisé ";"Autres commerces de détail alimentaires en magasin spécialisé";"Aut. com. détail alim. en mag. spéciali."
1236;;;;
1237;"47.3";"Commerce de détail de carburants en magasin spécialisé";"Commerce de détail de carburants en magasin spécialisé";"Comm. détail carburant en mag. spéciali."
1238;"47.30";"Commerce de détail de carburants en magasin spécialisé";"Commerce de détail de carburants en magasin spécialisé";"Comm. détail carburant en mag. spéciali."
1239;"47.30Z";"Commerce de détail de carburants en magasin spécialisé";"Commerce de détail de carburants en magasin spécialisé";"Comm. détail carburant en mag. spéciali."
1240;;;;
1241;"47.4";"Commerce de détail d'équipements de l'information et de la communication en magasin spécialisé";"Comm. détail équipts de l'information & communic. (magas. spéc.)";"Com. dét. équipt information & com. (ms)"
1242;"47.41";"Commerce de détail d'ordinateurs, d'unités périphériques et de logiciels en magasin spécialisé";"Comm. détail ordinateurs unités périph. & logiciels (magas. spéc)";"Com. dét ordi. un. périph. & logicl (ms)"
1243;"47.41Z";"Commerce de détail d'ordinateurs, d'unités périphériques et de logiciels en magasin spécialisé";"Comm. détail ordinateurs unités périph. & logiciels (magas. spéc)";"Com. dét ordi. un. périph. & logicl (ms)"
1244;"47.42";"Commerce de détail de matériels de télécommunication en magasin spécialisé";"Comm. détail matériels télécommunication (magasin spécialisé)";"Comm. dét. matériel télécom. (ms)"
1245;"47.42Z";"Commerce de détail de matériels de télécommunication en magasin spécialisé";"Comm. détail matériels télécommunication (magasin spécialisé)";"Comm. dét. matériel télécom. (ms)"
1246;"47.43";"Commerce de détail de matériels audio/vidéo en magasin spécialisé";"Commerce de détail de matériels audio/vidéo en magasin spécialisé";"Comm. dét. matériels audio/vidéo (ms)   "
1247;"47.43Z";"Commerce de détail de matériels audio et vidéo en magasin spécialisé";"Commerce de détail de matériels audio/vidéo en magasin spécialisé";"Comm. dét. matériels audio/vidéo (ms)   "
1248;;;;
1249;"47.5";"Commerce de détail d'autres équipements du foyer en magasin spécialisé";"Comm. détail autres équipts du foyer (magasin spécialisé)";"Com. dét. aut. éqpt du foyer (mag. spé.)"
1250;"47.51";"Commerce de détail de textiles en magasin spécialisé";"Commerce de détail de textiles en magasin spécialisé";"Com. dét. textiles en magasin spécialisé"
1251;"47.51Z";"Commerce de détail de textiles en magasin spécialisé";"Commerce de détail de textiles en magasin spécialisé";"Com. dét. textiles en magasin spécialisé"
1252;"47.52";"Commerce de détail de quincaillerie, peintures et verres en magasin spécialisé";"Comm. détail quincaillerie peintures & verres (magasin spéc.)";"Comm. dét. quinca. peinture & verre (ms)"
1253;"47.52A";"Commerce de détail de quincaillerie, peintures et verres en petites surfaces (moins de 400 m2)";"Comm. détail de quincaillerie, peintures et verres (mag.< 400 m2)";"Com. dét. quinc. pein. etc. (mag.<400m2)"
1254;"47.52B";"Commerce de détail de quincaillerie, peintures et verres en grandes surfaces (400 m2et plus)";"Comm. détail de quincaillerie, peintures et verres (mag.> 400 m2)";"Com. dét. quinc. pein. etc. (mag.>400m2)"
1255;"47.53";"Commerce de détail de tapis, moquettes et revêtements de murs et de sols en magasin spécialisé";"Comm. détail tapis, moquettes & revêts murs & sols (magas. spéc.)";"Cd tapis moquette & revêt. mur sol (ms)"
1256;"47.53Z";"Commerce de détail de tapis, moquettes et revêtements de murs et de sols en magasin spécialisé";"Comm. détail tapis, moquettes & revêts murs & sols (magas. spéc.)";"Cd tapis moquette & revêt. mur sol (ms)"
1257;"47.54";"Commerce de détail d'appareils électroménagers en magasin spécialisé";"Commerce de détail appareils électroménagers (magasin spécialisé)";"Comm. dét.  appareil électroménager (ms)"
1258;"47.54Z";"Commerce de détail d'appareils électroménagers en magasin spécialisé";"Commerce de détail appareils électroménagers (magasin spécialisé)";"Comm. dét.  appareil électroménager (ms)"
1259;"47.59";"Commerce de détail de meubles, appareils d'éclairage et autres articles de ménage en magasin spécialisé";"Comm. détail meubles appareils éclairage & autres art. ménage";"Com. dét. meub. éclair. & aut. art. mén."
1260;"47.59A";"Commerce de détail de meubles";"Commerce de détail de meubles";"Commerce de détail de meubles"
1261;"47.59B";"Commerce de détail d'autres équipements du foyer";"Commerce de détail d'autres équipements du foyer";"Comm. détail autres équipements du foyer"
1262;;;;
1263;"47.6";"Commerce de détail de biens culturels et de loisirs en magasin spécialisé";"Comm. détail biens culturels & loisirs (magasin spécialisé)";"Comm. dét. biens culturels & loisir (ms)"
1264;"47.61";"Commerce de détail de livres en magasin spécialisé";"Commerce de détail de livres en magasin spécialisé";"Comm. dét. livres en magasin spécialisé"
1265;"47.61Z";"Commerce de détail de livres en magasin spécialisé";"Commerce de détail de livres en magasin spécialisé";"Comm. dét. livres en magasin spécialisé"
1266;"47.62";"Commerce de détail de journaux et papeterie en magasin spécialisé";"Commerce de détail de journaux et papeterie en magasin spécialisé";"Comm. détail journaux & papeterie (ms)"
1267;"47.62Z";"Commerce de détail de journaux et papeterie en magasin spécialisé";"Commerce de détail de journaux et papeterie en magasin spécialisé";"Comm. détail journaux & papeterie (ms)"
1268;"47.63";"Commerce de détail d'enregistrements musicaux et vidéo en magasin spécialisé";"Comm. détail enreg. musicaux & vidéo (magasin spécialisé)";"Comm. dét. enreg. musicaux & vidéo (ms)"
1269;"47.63Z";"Commerce de détail d'enregistrements musicaux et vidéo en magasin spécialisé";"Comm. détail enreg. musicaux & vidéo (magasin spécialisé)";"Com. dét. enreg. musicaux & vidéo (ms)"
1270;"47.64";"Commerce de détail d'articles de sport en magasin spécialisé";"Commerce de détail d'articles de sport en magasin spécialisé";"Com. dét. articles de sport en mag. spé."
1271;"47.64Z";"Commerce de détail d'articles de sport en magasin spécialisé";"Commerce de détail d'articles de sport en magasin spécialisé";"Com. dét. articles de sport en mag. spé."
1272;"47.65";"Commerce de détail de jeux et jouets en magasin spécialisé";"Commerce de détail de jeux et jouets en magasin spécialisé";"Com. dét. jeux & jouets en mag. spécial."
1273;"47.65Z";"Commerce de détail de jeux et jouets en magasin spécialisé";"Commerce de détail de jeux et jouets en magasin spécialisé";"Com. dét. jeux & jouets en mag. spécial."
1274;;;;
1275;"47.7";"Autres commerces de détail en magasin spécialisé";"Autres commerces de détail en magasin spécialisé";"Autre comm. détail en magasin spécialisé"
1276;"47.71";"Commerce de détail d'habillement en magasin spécialisé";"Commerce de détail d'habillement en magasin spécialisé";"Com. dét. habillement en mag. spécialisé"
1277;"47.71Z";"Commerce de détail d'habillement en magasin spécialisé";"Commerce de détail d'habillement en magasin spécialisé";"Com. dét. habillement en mag. spécialisé"
1278;"47.72";"Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé";"Comm. détail chaussures & articles cuir (magasin spécialisé)";"Comm. dét. chaussure & article cuir (ms)"
1279;"47.72A";"Commerce de détail de la chaussure";"Commerce de détail de la chaussure";"Commerce de détail de la chaussure"
1280;"47.72B";"Commerce de détail de maroquinerie et d'articles de voyage";"Commerce de détail de maroquinerie et d'articles de voyage";"Com. dét. maroquinerie & article  voyage"
1281;"47.73";"Commerce de détail de produits pharmaceutiques en magasin spécialisé";"Commerce de détail produits pharmaceutiques (magasin spécialisé)";"Comm. dét. produits pharmaceutiques (ms)"
1282;"47.73Z";"Commerce de détail de produits pharmaceutiques en magasin spécialisé";"Commerce de détail produits pharmaceutiques (magasin spécialisé)";"Comm. dét. produits pharmaceutiques (ms)"
1283;"47.74";"Commerce de détail d'articles médicaux et orthopédiques en magasin spécialisé";"Comm. détail d'articles médicaux & orthopédiques en magasin spéc.";"Com. dét. art. médicaux & orthopéd. (ms)"
