"CODES NC
2020";LIBELLES AUTOSUFFISANTS NC 2020 (fichier DSECE);"CREATIONS (1)
MODIFICATIONS (2)"
6401 92;Chaussures étanches, à semelles extérieures et dessus en caoutchouc ou en matière plastique, dont le dessus n'a été ni réuni à la semelle extérieure par couture ou par rivets, clous ou dispositifs simil., ni formé de différentes parties assemblées par ces mêmes procédés, couvrant uniquement la cheville (sauf comportant à l'avant une coquille de protection en métal, chaussures d'orthopédie, chaussures ayant le caractère de jouets, chaussures et protections utilisées pour le sport);
6401 92 10;Chaussures étanches, couvrant uniquement la cheville, à semelles extérieures en caoutchouc ou matière plastique et dessus en caoutchouc, dont le dessus n'a été ni réuni à la semelle extérieure par couture ou par des rivets, clous, vis, tétons ou dispositifs simil., ni formé de différentes parties assemblées par ces mêmes procédés (sauf chaussures comportant à l'avant une coquille de protection en métal, chaussures d'orthopédie, chaussures ayant le caractère de jouets, chaussures et protections utilisées pour le sport);
6401 92 90;Chaussures étanches, couvrant uniquement la cheville, à semelles extérieures en caoutchouc ou matière plastique et dessus en matière plastique, dont le dessus n'a été ni réuni à la semelle extérieure par couture ou par des rivets, clous, vis, tétons ou dispositifs simil., ni formé de parties assemblées par ces mêmes procédés (sauf chaussures comportant à l'avant une coquille de protection en métal, chaussures d'orthopédie, chaussures ayant le caractère de jouets, chaussures et protections utilisées pour le sport);
6401 99 00;Chaussures étanches, à semelles extérieures et dessus en caoutchouc ou en matière plastique, dont le dessus n'a été ni réuni à la semelle extérieure par couture ou par rivets, clous, vis, tétons ou dispositifs simil., ni formé de différentes parties assemblées par ces mêmes procédés (sauf couvrant uniquement la cheville, celles comportant à l'avant une coquille de protection en métal, chaussures d'orthopédie, chaussures ayant le caractère de jouets, chaussures et protections utilisées pour le sport);
6402;Chaussures à semelles extérieures et dessus en caoutchouc ou en matière plastique (sauf chaussures étanches du n° 6401, chaussures d'orthopédie, chaussures ayant le caractère de jouets, chaussures et protections utilisées pour le sport);
6402 12;Chaussures de ski et chaussures pour le surf des neiges, à semelles extérieures et dessus en caoutchouc ou en matière plastique (sauf chaussures étanches du n° 6401);
6402 12 10;Chaussures de ski à semelles extérieures et dessus en caoutchouc ou en matière plastique (sauf chaussures étanches du n° 6401);
6402 12 90;Chaussures pour le surf des neiges, à semelles extérieures et dessus en caoutchouc ou en matière plastique (sauf chaussures étanches du n° 6401);
6402 19 00;Chaussures de sport à semelles extérieures et dessus en caoutchouc ou en matière plastique (sauf chaussures étanches du n° 6401, chaussures de ski, chaussures pour le surf des neiges et chaussures auxquelles sont fixés des patins à glace ou à roulettes);
6402 20 00;Chaussures à semelles extérieures et dessus en caoutchouc ou en matière plastique, à dessus en lanières ou brides fixées à la semelle par des tétons (sauf chaussures ayant le caractère de jouets);
6402 91;Chaussures à semelles extérieures et dessus en caoutchouc ou en matières plastiques, couvrant la cheville (sauf chaussures étanches du n° 6401, chaussures d'orthopédie et de sport et chaussures ayant le caractère de jouets);
6402 91 10;Chaussures à semelles extérieures et dessus en caoutchouc ou en matières plastiques, couvrant la cheville, comportant à l'avant, une coquille de protection en métal (sauf chaussures étanches du n° 6401, chaussures d'orthopédie et de sport);
6402 91 90;Chaussures à semelles extérieures et dessus en caoutchouc ou en matières plastiques, couvrant la cheville (sauf comportant à l'avant une coquille de protection en métal, chaussures étanches du n° 6401, chaussures d'orthopédie et de sport et chaussures ayant le caractère de jouets);
6402 99;Chaussures à semelles extérieures et dessus en caoutchouc ou en matières plastiques (sauf couvrant la cheville ou à dessus en lanières ou brides fixées à la semelle par des tétons ainsi que des chaussures étanches du n° 6401, des chaussures d'orthopédie et de sport et des chaussures ayant le caractère de jouets);
6402 99 05;Chaussures à semelles extérieures et dessus en caoutchouc ou en matières plastiques, comportant à l'avant une coquille de protection en métal (sauf couvrant la cheville et à l'excl. des chaussures étanches du n° 6401, des chaussures d'orthopédie et de sport);
6402 99 10;Chaussures à semelles extérieures en caoutchouc ou en matière plastique et à dessus en caoutchouc (sauf couvrant la cheville ou à dessus en lanières ou brides fixées à la semelle par des tétons ainsi que des chaussures étanches du n° 6401, des chaussures d'orthopédie et de sport et des chaussures ayant le caractère de jouets);
6402 99 31;Chaussures à semelles extérieures en caoutchouc ou en matière plastique et à dessus en matière plastique, la claque étant constituée de lanières ou comportant une ou plusieurs découpures, hauteur maximale du talon, y.c. la semelle, > 3 cm (sauf à dessus avec lanières ou brides fixées à la semelle par des tétons);
6402 99 39;Chaussures à dessus en matière plastique, à semelles extérieures en caoutchouc ou en matière plastique, la claque étant constituée de lanières ou comportant une ou plusieurs découpures, hauteur maximale du talon, y.c. la semelle, <= 3 cm (sauf à dessus avec lanières ou brides fixées à la semelle par des tétons);
6402 99 50;Pantoufles et autres chaussures d'intérieur, à semelles extérieures et à dessus en caoutchouc ou en matière plastique (sauf couvrant la cheville ou dont la claque est constituée de lanières ou de brides ou comporte une ou plusieurs découpures et chaussures ayant le caractère de jouets);
6402 99 91;"Chaussures, à dessus en matière plastique, à semelles extérieures en caoutchouc ou en matière plastique, semelles intérieures de longueur < 24 cm (sauf couvrant la cheville; chaussures d'intérieur; chaussures orthopédiques; chaussures comportant à l'avant une coquille de protection en métal; chaussures de sport; chaussures avec dessus en lanières ou brides fixées à la semelle par des tétons; chaussures étanches du n° 6401; chaussures dont la claque est constituée de lanières ou comporte une ou plusieurs découpures)";
6402 99 93;"Chaussures, à dessus en matière plastique, à semelles extérieures en caoutchouc ou en matière plastique, semelles intérieures de longueur >= 24 cm, non reconnaissables comme étant pour hommes ou pour femmes (sauf couvrant la cheville; chaussures d'intérieur; chaussures orthopédiques; chaussures comportant à l'avant une coquille de protection en métal; chaussures de sport; chaussures avec dessus en lanières ou brides fixées à la semelle par des tétons; chaussures étanches du n° 6401; chaussures dont la claque est constituée de lanières ou comporte une ou plusieurs découpures)";
6402 99 96;"Chaussures, à dessus en matière plastique, à semelles extérieures en caoutchouc ou en matière plastique, semelles intérieures de longueur >= 24 cm, pour hommes (sauf couvrant la cheville; chaussures d'intérieur; chaussures orthopédiques; chaussures comportant à l'avant une coquille de protection en métal; chaussures de sport; chaussures avec dessus en lanières ou brides fixées à la semelle par des tétons; chaussures étanches du n° 6401; chaussures non reconnaissables comme étant pour hommes ou pour femmes; chaussures dont la claque est constituée de lanières ou comporte une ou plusieurs découpures)";
6402 99 98;"Chaussures, à dessus en matière plastique, à semelles extérieures en caoutchouc ou en matière plastique, semelles intérieures de longueur >= 24 cm, pour femmes (sauf couvrant la cheville; chaussures d'intérieur; chaussures orthopédiques; chaussures comportant à l'avant une coquille de protection en métal; chaussures de sport; chaussures avec dessus en lanières ou brides fixées à la semelle par des tétons; chaussures étanches du n° 6401; chaussures non reconnaissables comme étant pour hommes ou pour femmes; chaussures dont la claque est constituée de lanières ou comporte une ou plusieurs découpures)";
6403;Chaussures, à semelles extérieures en caoutchouc, matière plastique, cuir naturel ou reconstitué et dessus en cuir naturel (sauf chaussures d'orthopédie, chaussures auxquelles sont fixés des patins à glace ou à roulettes et chaussures ayant le caractère de jouets);
6403 12 00;Chaussures de ski et chaussures pour le surf des neiges, à semelles extérieures en caoutchouc, matière plastique, cuir naturel ou reconstitué et dessus en cuir naturel;
6403 19 00;Chaussures de sport à semelles extérieures en caoutchouc, matière plastique, cuir naturel ou reconstitué et dessus en cuir naturel (sauf chaussures de ski, chaussures pour le surf des neiges et chaussures auxquelles sont fixés des patins à glace ou à roulettes);
6403 20 00;Chaussures à semelles extérieures en cuir naturel et dessus constitués de lanières en cuir naturel passant sur le cou-de-pied et entourant le gros orteil;
6403 40 00;Chaussures, à semelles extérieures en caoutchouc, matière plastique, cuir naturel ou reconstitué et dessus en cuir naturel, comportant à l'avant une coquille de protection en métal (sauf chaussures de sport ou d'orthopédie);
6403 51;Chaussures à semelles extérieures et dessus en cuir naturel, couvrant la cheville (sauf avec coquille de protection en métal à l'avant et sauf chaussures de sport, d'orthopédie ou ayant le caractère de jouets);
6403 51 05;Chaussures à dessus en cuir naturel, à semelles principales en bois, couvrant la cheville (sans semelles intérieures et sans coquille de protection de métal à l'avant);
6403 51 11;Chaussures à semelles extérieures et dessus en cuir naturel, couvrant la cheville mais pas le mollet, semelles intérieures de longueur < 24 cm (sauf avec coquille de protection en métal à l'avant et sauf chaussures de sport, d'orthopédie ou ayant le caractère de jouets);
6403 51 15;Chaussures à semelles extérieures et dessus en cuir naturel, couvrant la cheville mais pas le mollet, semelles intérieures de longueur >= 24 cm, pour hommes (sauf avec coquille de protection en métal à l'avant et sauf chaussures de sport ou d'orthopédie);
6403 51 19;Chaussures à semelles extérieures et dessus en cuir naturel, couvrant la cheville mais pas le mollet, semelles intérieures de longueur >= 24 cm, pour femmes (sauf avec coquille de protection en métal à l'avant et sauf chaussures de sport ou d'orthopédie);
6403 51 91;Chaussures à semelles extérieures et dessus en cuir naturel, couvrant la cheville et le mollet, semelles intérieures de longueur < 24 cm (sauf avec coquille de protection en métal à l'avant et sauf chaussures de sport, d'orthopédie ou ayant le caractère de jouets);
6403 51 95;Chaussures à semelles extérieures et dessus en cuir naturel, couvrant la cheville et le mollet, semelles intérieures de longueur >= 24 cm, pour hommes (sauf avec coquille de protection en métal à l'avant et sauf chaussures de sport et d'orthopédie);
6403 51 99;Chaussures à semelles extérieures et dessus en cuir naturel, couvrant la cheville et le mollet, semelles intérieures de longueur >= 24 cm, pour femmes (sauf avec coquille de protection en métal à l'avant et sauf chaussures de sport et d'orthopédie);
6403 59;Chaussures à semelles extérieures et dessus en cuir naturel (ne couvrant pas la cheville, sans coquille de protection en métal à l'avant et à l'excl. des chaussures à dessus en lanières de cuir naturel passant sur le cou-de-pied et entourant le gros orteil, et sauf chaussures de sport, d'orthopédie ou ayant le caractère de jouets);
6403 59 05;Chaussures à dessus en cuir naturel, à semelles principales en bois (ne couvrant pas la cheville, sans semelles intérieures et sans coquille de protection en métal à l'avant);
6403 59 11;Chaussures à semelles extérieures et dessus en cuir naturel, la claque étant constituée de lanières ou comportant une ou plusieurs découpures, hauteur maximale du talon, y.c. la semelle, > 3 cm (sauf chaussures à dessus en lanières de cuir naturel passant par le cou-de-pied et entourant le gros orteil);
